group_id,user_id,role
41,1092,member
49,1092,member
46,1092,member
54,1092,member
46,63,member
37,63,member
48,63,member
38,352,member
43,352,member
38,186,member
54,186,member
42,186,member
50,186,member
40,186,member
48,186,member
52,186,member
52,1076,member
37,1076,member
42,1076,member
53,1076,member
43,1076,member
46,1076,member
48,43,member
44,43,member
38,43,member
43,43,member
45,910,member
52,910,member
36,910,member
40,910,member
53,910,member
37,910,member
54,910,member
42,118,member
54,118,member
47,118,member
49,1057,member
41,1057,member
46,448,member
51,448,member
47,448,member
44,448,member
52,276,member
43,276,member
38,276,member
37,276,member
45,276,member
37,1044,member
46,746,member
54,746,member
52,746,member
39,291,member
44,291,member
42,128,member
46,702,member
41,702,member
39,702,member
42,702,member
54,702,member
43,702,member
50,253,member
45,243,member
52,243,member
36,243,member
42,243,member
38,243,member
40,243,member
50,53,member
49,782,member
46,782,member
50,782,member
39,782,member
38,782,member
37,782,member
47,782,member
48,1074,member
49,877,member
36,877,member
43,877,member
52,877,member
50,877,member
51,877,member
38,877,member
40,2,member
52,2,member
38,2,member
47,2,member
51,483,member
41,483,member
43,483,member
46,483,member
52,483,member
37,293,member
55,293,member
51,293,member
53,293,member
36,373,member
44,373,member
42,373,member
54,373,member
48,1049,member
43,1049,member
44,1049,member
55,1049,member
38,1049,member
37,1049,member
42,87,member
52,87,member
46,87,member
54,87,member
51,87,member
43,87,member
39,963,member
40,963,member
45,963,member
37,544,member
50,544,member
47,544,member
54,544,member
44,544,member
43,544,member
44,52,member
38,52,member
39,52,member
46,750,member
44,750,member
40,902,member
36,902,member
37,902,member
45,902,member
49,618,member
41,1129,member
39,1129,member
45,1129,member
40,1129,member
53,996,member
54,996,member
39,996,member
41,996,member
42,324,member
55,324,member
47,324,member
37,324,member
39,324,member
47,510,member
37,510,member
38,510,member
40,372,member
52,588,member
41,588,member
42,588,member
45,588,member
55,588,member
51,588,member
48,320,member
47,320,member
44,320,member
53,320,member
51,320,member
43,320,member
46,320,member
44,780,member
48,780,member
39,780,member
50,532,member
40,532,member
54,532,member
52,532,member
47,532,member
44,532,member
37,532,member
47,240,member
52,240,member
43,240,member
49,240,member
46,240,member
55,240,member
36,240,member
40,162,member
43,162,member
36,162,member
38,162,member
44,784,member
54,1109,member
44,42,member
45,42,member
39,42,member
47,42,member
55,42,member
43,42,member
52,42,member
49,97,member
55,97,member
36,97,member
53,97,member
38,97,member
45,97,member
45,421,member
46,421,member
48,421,member
46,1068,member
40,1068,member
37,1068,member
42,1068,member
53,1068,member
50,1068,member
43,1068,member
48,290,member
42,290,member
41,800,member
44,930,member
42,930,member
55,930,member
51,154,member
50,154,member
48,154,member
40,154,member
44,220,member
39,220,member
48,220,member
51,220,member
37,220,member
52,220,member
51,1023,member
37,1023,member
44,1023,member
46,1023,member
45,1023,member
49,119,member
46,119,member
44,981,member
50,334,member
50,990,member
47,990,member
39,990,member
44,990,member
44,756,member
37,756,member
55,589,member
49,589,member
36,589,member
53,589,member
43,589,member
51,589,member
37,307,member
52,307,member
44,307,member
42,307,member
55,307,member
44,700,member
39,700,member
46,700,member
43,700,member
41,855,member
54,907,member
44,907,member
47,907,member
42,907,member
53,122,member
49,122,member
36,265,member
53,217,member
38,217,member
52,217,member
47,217,member
54,591,member
40,591,member
46,591,member
43,591,member
44,591,member
54,819,member
40,819,member
40,302,member
51,237,member
44,237,member
49,237,member
53,237,member
46,658,member
38,848,member
53,285,member
54,285,member
55,285,member
42,285,member
51,285,member
41,285,member
43,847,member
38,847,member
54,847,member
42,847,member
41,847,member
46,847,member
52,847,member
46,412,member
45,412,member
52,412,member
39,959,member
49,959,member
54,305,member
44,305,member
38,169,member
39,169,member
48,1085,member
55,1085,member
47,1085,member
37,1085,member
36,259,member
49,259,member
44,259,member
39,899,member
36,899,member
37,1054,member
53,1054,member
46,202,member
40,309,member
41,309,member
55,309,member
53,309,member
52,309,member
48,93,member
55,93,member
42,93,member
45,93,member
54,689,member
50,689,member
55,689,member
43,689,member
47,737,member
49,737,member
53,426,member
39,426,member
54,426,member
52,426,member
46,426,member
49,426,member
45,426,member
38,630,member
52,630,member
49,630,member
47,282,member
50,282,member
43,282,member
40,304,member
38,304,member
46,824,member
53,824,member
42,824,member
51,824,member
39,824,member
50,824,member
37,824,member
54,450,member
37,450,member
48,450,member
43,450,member
46,450,member
44,821,member
38,821,member
45,821,member
48,821,member
47,821,member
44,577,member
38,577,member
51,577,member
54,577,member
43,577,member
42,24,member
47,24,member
54,24,member
41,24,member
45,24,member
44,24,member
42,1047,member
50,549,member
48,549,member
38,549,member
48,897,member
49,1019,member
48,1019,member
39,459,member
50,105,member
38,105,member
41,105,member
46,105,member
52,105,member
36,857,member
39,857,member
51,857,member
52,857,member
40,857,member
38,617,member
39,617,member
36,1059,member
40,684,member
45,960,member
40,960,member
47,960,member
48,960,member
43,960,member
44,1086,member
36,1086,member
41,1086,member
54,226,member
37,226,member
42,1014,member
50,1014,member
52,1014,member
55,1014,member
49,1014,member
46,1014,member
55,129,member
43,129,member
48,129,member
49,129,member
42,489,member
44,489,member
47,489,member
43,489,member
55,489,member
54,489,member
39,489,member
55,463,member
48,91,member
55,91,member
50,91,member
36,91,member
42,91,member
54,91,member
53,41,member
36,41,member
55,41,member
38,41,member
52,214,member
45,214,member
50,214,member
47,517,member
51,517,member
46,517,member
45,896,member
37,896,member
51,879,member
36,879,member
46,457,member
52,457,member
38,457,member
45,457,member
43,457,member
47,457,member
50,457,member
40,54,member
48,54,member
43,54,member
37,54,member
42,54,member
44,54,member
54,172,member
51,172,member
39,172,member
48,172,member
46,80,member
38,80,member
48,80,member
50,80,member
55,80,member
44,80,member
51,80,member
43,432,member
45,432,member
50,432,member
39,432,member
37,432,member
53,432,member
49,432,member
41,193,member
55,193,member
50,1073,member
42,1073,member
45,1073,member
50,409,member
52,409,member
45,409,member
44,49,member
53,49,member
50,49,member
49,49,member
47,49,member
42,49,member
43,49,member
54,72,member
44,72,member
52,72,member
45,974,member
52,974,member
47,974,member
46,974,member
40,974,member
41,100,member
44,513,member
51,513,member
53,513,member
53,251,member
49,251,member
54,38,member
53,38,member
46,38,member
53,536,member
48,536,member
38,536,member
36,536,member
52,536,member
41,127,member
54,127,member
40,127,member
46,127,member
50,603,member
51,603,member
55,603,member
54,512,member
52,512,member
37,512,member
46,512,member
42,512,member
37,984,member
53,984,member
41,984,member
43,984,member
40,738,member
48,738,member
44,738,member
36,738,member
39,738,member
53,738,member
38,738,member
45,242,member
39,242,member
48,242,member
51,242,member
47,502,member
48,1112,member
47,1112,member
37,657,member
50,815,member
48,815,member
41,815,member
43,73,member
37,73,member
50,59,member
49,59,member
44,59,member
37,59,member
42,59,member
46,59,member
41,59,member
50,758,member
40,758,member
47,758,member
37,758,member
39,758,member
36,758,member
44,758,member
49,378,member
37,378,member
53,378,member
43,917,member
47,917,member
50,917,member
39,965,member
40,965,member
47,965,member
53,965,member
36,965,member
41,965,member
55,965,member
39,715,member
37,715,member
40,715,member
55,715,member
53,715,member
53,781,member
42,781,member
44,781,member
50,173,member
48,173,member
39,173,member
42,173,member
45,173,member
40,173,member
52,173,member
40,336,member
51,336,member
44,336,member
53,336,member
37,336,member
48,488,member
41,488,member
40,488,member
47,547,member
37,547,member
43,547,member
48,547,member
53,547,member
51,547,member
37,294,member
49,294,member
42,294,member
46,1042,member
50,1042,member
53,1042,member
54,1042,member
50,967,member
45,967,member
45,966,member
54,966,member
37,1136,member
44,1136,member
43,1136,member
36,1136,member
48,1136,member
40,1026,member
52,1026,member
40,156,member
49,156,member
37,156,member
54,156,member
47,156,member
41,156,member
39,156,member
50,501,member
47,501,member
51,501,member
39,501,member
54,501,member
46,501,member
52,468,member
50,468,member
36,468,member
46,468,member
49,468,member
39,468,member
53,735,member
54,735,member
48,735,member
52,804,member
50,916,member
46,916,member
55,916,member
37,916,member
41,916,member
54,363,member
37,363,member
52,363,member
48,66,member
45,66,member
51,190,member
47,190,member
52,190,member
40,190,member
54,1081,member
42,1081,member
47,1081,member
41,1081,member
52,1081,member
37,1081,member
40,1081,member
52,770,member
55,770,member
36,359,member
53,526,member
47,526,member
43,526,member
49,526,member
39,526,member
40,731,member
49,731,member
55,286,member
44,286,member
46,286,member
37,286,member
38,286,member
51,286,member
41,286,member
36,443,member
52,443,member
50,443,member
38,1046,member
49,490,member
48,490,member
42,490,member
55,490,member
54,490,member
36,490,member
50,490,member
43,431,member
55,356,member
41,356,member
36,356,member
40,356,member
51,356,member
42,356,member
47,356,member
45,813,member
46,813,member
53,813,member
50,813,member
37,813,member
47,813,member
51,813,member
46,587,member
42,587,member
43,587,member
36,587,member
49,587,member
39,587,member
50,587,member
45,747,member
43,747,member
48,747,member
37,1006,member
37,92,member
43,92,member
46,92,member
41,92,member
43,939,member
44,939,member
49,939,member
46,939,member
50,939,member
38,939,member
42,939,member
45,357,member
50,357,member
42,357,member
43,997,member
48,997,member
52,997,member
50,997,member
46,218,member
45,218,member
42,218,member
51,218,member
40,218,member
39,218,member
41,218,member
37,551,member
43,570,member
42,570,member
36,570,member
44,1111,member
42,1111,member
38,1111,member
51,1111,member
46,1111,member
37,1111,member
52,1111,member
48,582,member
38,435,member
43,435,member
41,435,member
49,435,member
39,435,member
54,435,member
53,435,member
47,364,member
43,364,member
52,364,member
39,364,member
49,507,member
52,438,member
49,593,member
50,593,member
52,593,member
45,593,member
48,859,member
49,859,member
45,859,member
40,859,member
52,27,member
39,27,member
44,707,member
48,707,member
51,707,member
46,1016,member
51,1016,member
55,1016,member
52,1016,member
43,1016,member
39,1016,member
40,1016,member
54,830,member
41,830,member
45,830,member
47,830,member
37,385,member
52,385,member
54,385,member
48,385,member
45,385,member
43,385,member
37,608,member
55,608,member
43,772,member
50,772,member
45,772,member
37,772,member
53,772,member
46,1020,member
43,1020,member
51,228,member
37,228,member
54,228,member
46,365,member
39,132,member
47,132,member
51,132,member
46,132,member
49,790,member
53,790,member
54,790,member
36,528,member
54,736,member
43,736,member
42,736,member
54,633,member
41,633,member
51,633,member
48,633,member
40,633,member
51,662,member
46,662,member
43,662,member
50,662,member
46,650,member
54,650,member
42,650,member
39,650,member
50,650,member
45,650,member
49,650,member
44,606,member
54,277,member
51,277,member
49,277,member
38,277,member
43,277,member
48,639,member
53,522,member
41,522,member
44,522,member
40,522,member
48,522,member
42,522,member
43,522,member
38,472,member
47,472,member
39,472,member
52,472,member
50,834,member
41,834,member
47,834,member
40,655,member
37,655,member
51,655,member
47,655,member
46,723,member
40,723,member
48,723,member
45,723,member
54,347,member
36,347,member
42,481,member
49,114,member
40,114,member
41,114,member
38,114,member
41,178,member
55,178,member
51,178,member
46,178,member
54,178,member
37,178,member
38,354,member
41,354,member
52,354,member
36,354,member
37,354,member
51,354,member
52,402,member
53,402,member
37,434,member
43,498,member
40,498,member
44,498,member
51,498,member
55,498,member
54,498,member
48,498,member
46,530,member
51,530,member
36,530,member
55,530,member
48,882,member
37,882,member
55,978,member
53,978,member
68,162,member
58,162,member
59,162,member
66,162,member
63,162,member
62,162,member
71,309,member
75,309,member
74,309,member
64,309,member
57,309,member
63,1083,member
71,1083,member
56,1083,member
59,1083,member
74,1083,member
75,1083,member
58,1083,member
73,473,member
71,652,member
70,652,member
72,652,member
59,246,member
75,246,member
73,246,member
56,246,member
72,181,member
73,181,member
69,181,member
68,181,member
56,181,member
71,181,member
58,1080,member
61,1080,member
73,1080,member
75,1080,member
69,1080,member
67,1080,member
62,1080,member
66,323,member
74,323,member
64,323,member
68,323,member
56,323,member
67,323,member
67,531,member
75,531,member
68,531,member
64,531,member
61,531,member
72,531,member
65,531,member
64,755,member
67,755,member
68,915,member
71,915,member
70,915,member
76,690,member
78,700,member
76,700,member
77,700,member
77,396,member
76,940,member
77,940,member
77,863,member
77,368,member
78,145,member
77,457,member
77,849,member
77,542,member
78,427,member
77,346,member
76,346,member
78,346,member
77,1122,member
78,1122,member
76,1122,member
76,1127,member
78,1127,member
76,273,member
77,273,member
76,655,member
78,141,member
76,141,member
77,1053,member
76,1053,member
78,554,member
76,554,member
77,554,member
77,264,member
78,264,member
76,264,member
78,349,member
77,890,member
76,890,member
78,890,member
78,677,member
77,677,member
76,677,member
78,928,member
76,928,member
77,1051,member
78,1051,member
76,351,member
78,351,member
78,787,member
77,787,member
78,87,member
78,602,member
77,602,member
76,602,member
77,274,member
78,759,member
76,1042,member
77,1042,member
78,1042,member
76,28,member
77,510,member
76,510,member
78,510,member
78,908,member
76,908,member
78,298,member
76,298,member
76,1128,member
76,98,member
78,479,member
77,479,member
76,479,member
76,1107,member
77,128,member
76,128,member
78,128,member
78,672,member
78,1017,member
78,738,member
77,738,member
76,738,member
76,955,member
78,955,member
76,801,member
77,758,member
78,758,member
76,758,member
77,753,member
76,296,member
77,296,member
78,296,member
76,468,member
77,468,member
78,468,member
76,989,member
77,989,member
78,673,member
77,673,member
77,195,member
76,195,member
78,195,member
77,18,member
77,337,member
78,62,member
77,62,member
76,62,member
77,971,member
78,975,member
76,975,member
77,1140,member
76,192,member
77,192,member
76,143,member
78,143,member
77,1055,member
76,1055,member
78,1055,member
78,277,member
77,277,member
76,277,member
76,791,member
76,48,member
77,514,member
78,514,member
77,619,member
76,398,member
78,1,member
77,1,member
76,1,member
78,366,member
77,366,member
77,1029,member
76,1029,member
76,430,member
77,430,member
77,72,member
78,72,member
78,568,member
77,568,member
76,568,member
76,848,member
78,848,member
77,1074,member
76,1074,member
78,1074,member
76,538,member
78,538,member
78,16,member
76,16,member
76,692,member
77,692,member
77,773,member
78,773,member
76,1041,member
78,1041,member
77,1041,member
78,318,member
77,318,member
76,318,member
78,1087,member
78,66,member
77,66,member
76,66,member
78,1135,member
77,1135,member
76,1135,member
76,985,member
77,985,member
77,61,member
78,680,member
77,680,member
76,348,member
78,348,member
77,348,member
76,428,member
78,1124,member
77,172,member
77,706,member
76,706,member
76,553,member
78,553,member
76,904,member
77,149,member
78,149,member
76,149,member
78,386,member
77,386,member
78,594,member
77,594,member
76,594,member
78,59,member
78,916,member
77,916,member
76,916,member
77,112,member
78,112,member
76,112,member
76,1119,member
78,1119,member
77,1000,member
78,1000,member
78,436,member
77,471,member
76,979,member
77,979,member
78,43,member
76,43,member
78,721,member
77,952,member
78,952,member
77,513,member
78,229,member
76,229,member
77,229,member
77,962,member
78,650,member
76,613,member
77,613,member
77,879,member
78,879,member
76,879,member
78,1092,member
77,1092,member
77,1039,member
78,1039,member
76,1039,member
76,941,member
78,101,member
77,101,member
76,101,member
78,1103,member
77,82,member
76,82,member
77,1066,member
78,1066,member
76,1066,member
76,271,member
78,103,member
76,877,member
77,877,member
77,1126,member
76,1126,member
78,1126,member
77,586,member
76,586,member
78,586,member
77,419,member
76,419,member
78,3,member
76,3,member
78,745,member
76,745,member
76,749,member
78,749,member
77,749,member
78,1081,member
76,1081,member
77,1081,member
76,800,member
77,800,member
78,800,member
78,466,member
77,466,member
78,259,member
77,526,member
78,526,member
76,526,member
76,388,member
78,870,member
78,50,member
77,352,member
78,720,member
77,720,member
77,995,member
76,995,member
78,995,member
77,1125,member
76,1125,member
78,1125,member
77,676,member
78,947,member
76,947,member
76,89,member
77,89,member
78,89,member
76,948,member
78,948,member
77,948,member
76,187,member
76,287,member
77,287,member
77,853,member
76,278,member
77,278,member
78,278,member
78,647,member
76,647,member
77,647,member
77,161,member
76,13,member
77,13,member
77,1078,member
78,183,member
77,183,member
76,183,member
78,534,member
77,534,member
76,993,member
77,993,member
77,976,member
78,976,member
76,976,member
76,743,member
78,760,member
77,760,member
76,760,member
76,834,member
78,834,member
78,27,member
77,27,member
76,27,member
77,1133,member
78,413,member
77,413,member
76,413,member
77,643,member
77,1003,member
78,1003,member
76,1003,member
77,80,member
78,80,member
77,880,member
78,880,member
76,880,member
76,796,member
78,796,member
76,1022,member
78,1022,member
77,247,member
78,247,member
76,247,member
77,250,member
77,1090,member
77,825,member
76,825,member
78,320,member
76,320,member
78,1065,member
78,303,member
76,303,member
78,625,member
76,625,member
77,625,member
78,869,member
76,869,member
77,869,member
77,518,member
76,518,member
78,518,member
77,664,member
76,664,member
76,238,member
76,924,member
78,924,member
78,405,member
76,405,member
77,405,member
76,777,member
78,221,member
77,958,member
76,958,member
78,958,member
78,1076,member
76,1076,member
77,1076,member
76,121,member
76,41,member
76,532,member
76,252,member
77,252,member
78,252,member
76,21,member
77,21,member
76,491,member
78,491,member
77,491,member
76,95,member
77,95,member
78,95,member
76,451,member
78,292,member
76,292,member
77,292,member
78,308,member
76,308,member
77,308,member
78,340,member
76,340,member
77,340,member
78,500,member
77,500,member
76,516,member
77,836,member
78,836,member
76,836,member
77,852,member
78,852,member
76,852,member
76,1012,member
77,1012,member
76,1060,member
96,705,member
87,705,member
84,705,member
88,705,member
90,705,member
95,705,member
81,880,member
96,880,member
92,880,member
94,880,member
86,133,member
86,197,member
92,197,member
96,453,member
82,453,member
81,453,member
86,453,member
79,453,member
91,453,member
92,469,member
92,485,member
98,485,member
86,485,member
87,485,member
94,565,member
92,565,member
79,645,member
87,645,member
97,645,member
89,725,member
79,725,member
93,725,member
86,725,member
81,725,member
96,805,member
84,805,member
81,1013,member
96,1013,member
92,1013,member
94,1013,member
82,1045,member
112,619,member
106,619,member
105,619,member
109,619,member
102,125,member
103,125,member
100,416,member
107,416,member
109,436,member
104,800,member
109,800,member
110,580,member
99,580,member
103,580,member
107,580,member
113,580,member
111,580,member
104,139,member
107,139,member
108,139,member
113,139,member
103,595,member
107,595,member
113,595,member
106,61,member
109,61,member
112,61,member
113,362,member
102,821,member
113,821,member
108,821,member
108,14,member
106,14,member
110,14,member
111,14,member
101,14,member
104,14,member
112,82,member
103,82,member
100,82,member
105,775,member
113,739,member
112,739,member
99,739,member
106,508,member
112,508,member
110,508,member
102,508,member
108,599,member
101,599,member
111,599,member
110,599,member
103,599,member
100,599,member
113,599,member
102,274,member
107,274,member
109,962,member
112,962,member
106,962,member
108,962,member
110,962,member
103,962,member
108,102,member
111,102,member
107,102,member
99,102,member
109,102,member
102,102,member
103,102,member
111,196,member
112,196,member
105,196,member
106,196,member
102,196,member
107,196,member
100,196,member
101,501,member
113,501,member
104,501,member
111,501,member
112,737,member
108,737,member
102,737,member
113,737,member
109,737,member
111,737,member
103,251,member
111,251,member
99,251,member
104,251,member
107,251,member
102,251,member
108,251,member
103,637,member
105,637,member
100,637,member
111,637,member
109,637,member
110,637,member
107,637,member
113,597,member
101,597,member
100,597,member
108,597,member
104,597,member
111,597,member
107,597,member
100,221,member
107,221,member
109,221,member
105,221,member
113,724,member
112,442,member
102,442,member
101,442,member
113,699,member
103,699,member
99,699,member
109,322,member
106,322,member
103,322,member
99,322,member
100,319,member
107,1042,member
99,1042,member
100,684,member
113,684,member
103,684,member
110,240,member
111,240,member
105,240,member
102,240,member
103,366,member
110,366,member
100,366,member
106,137,member
101,137,member
109,137,member
113,137,member
103,137,member
102,137,member
99,638,member
108,611,member
111,611,member
107,611,member
104,611,member
99,611,member
103,611,member
112,611,member
99,559,member
109,559,member
106,559,member
112,559,member
110,559,member
101,559,member
108,559,member
105,165,member
105,1040,member
100,1040,member
103,1040,member
107,1040,member
104,1040,member
109,1040,member
112,1040,member
101,437,member
103,437,member
113,437,member
106,437,member
104,437,member
100,437,member
111,437,member
110,217,member
111,838,member
112,838,member
106,838,member
110,838,member
104,838,member
107,838,member
100,838,member
103,651,member
106,651,member
108,1106,member
106,1106,member
109,1106,member
106,262,member
100,262,member
112,262,member
101,262,member
110,262,member
103,262,member
111,358,member
100,358,member
107,358,member
102,390,member
103,454,member
106,646,member
103,646,member
113,646,member
110,646,member
100,646,member
111,646,member
110,886,member
100,886,member
